08Jul19 15:55:00,HOWARD CREEK AT WHITE SULPHUR SPRINGS  WV,https://waterdata.usgs.gov/wv/nwis/uv?site_no=03182900,0,3.3,05050003,0,07-08-2019 15:55:00,OhioRiver,WV03182900,USGSData,37.7934,-80.3045999,
08Jul19 15:45:00,Milton Reservoir near Pricetown OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03091000,0,948.01,05030103,0,07-08-2019 15:45:00,OhioRiver,OH03091000,USGSData,41.1273,-80.9776,
08Jul19 15:45:00,Mosquito Creek near Greene Center OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03094704,26.18,4.91,05030103,1.6,07-08-2019 15:45:00,OhioRiver,OH03094704,USGSData,41.4831,-80.7461,
08Jul19 15:45:00,Mosquito Creek Lake near Cortland OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03095000,0,900.68,05030103,0,07-08-2019 15:45:00,OhioRiver,OH03095000,USGSData,41.2995,-80.7584,
08Jul19 15:45:00,Mosquito Creek bl Mosquito Ck Dam nr Cortland OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03095500,23.41,1.3,05030103,22.1,07-08-2019 15:45:00,OhioRiver,OH03095500,USGSData,41.2998,-80.7584,
08Jul19 15:45:00,OHIO RIVER ABOVE SARDIS  OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03114306,77.03,14.77,05030201,59800,07-08-2019 15:45:00,OhioRiver,OH03114306,USGSData,39.6303,-80.8747,
08Jul19 15:45:00,Little Muskingum River at Bloomfield OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03115400,97.87,8.79,05030201,1400,07-08-2019 15:45:00,OhioRiver,OH03115400,USGSData,39.5631,-81.2037,
08Jul19 15:45:00,McGuire Creek above Leesville Lake OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03119341,0,9.49,05040001,0,07-08-2019 15:45:00,OhioRiver,OH03119341,USGSData,40.4617,-81.1256,
08Jul19 15:45:00,North Fork McGuire Creek near Carrollton OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03119971,0,2.73,05040001,0,07-08-2019 15:45:00,OhioRiver,OH03119971,USGSData,40.5133,-81.1127999,
08Jul19 15:45:00,Indian Fork at Dellroy OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03120820,0,11.91,05040001,0,07-08-2019 15:45:00,OhioRiver,OH03120820,USGSData,40.5536,-81.1847,
08Jul19 15:45:00,Willow Run near Dellroy OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03120869,0,3.97,05040001,0,07-08-2019 15:45:00,OhioRiver,OH03120869,USGSData,40.5781,-81.1928,
08Jul19 15:45:00,Unnamed Tributary near Dellroy OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03120961,0,8.53,05040001,0,07-08-2019 15:45:00,OhioRiver,OH03120961,USGSData,40.5681,-81.2572,
08Jul19 15:45:00,Indian Fork bl Atwood Dam near New Cumberland OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03121500,94.44,9.96,05040001,235,07-08-2019 15:45:00,OhioRiver,OH03121500,USGSData,40.5253,-81.2882,
08Jul19 15:45:00,Boggs Fork at Piedmont OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03125900,66.67,5.18,05040001,285,07-08-2019 15:45:00,OhioRiver,OH03125900,USGSData,40.1945,-81.2095,
08Jul19 15:45:00,Standingstone Fork above Tappan Lake OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03127986,0,5.99,05040001,0,07-08-2019 15:45:00,OhioRiver,OH03127986,USGSData,40.3117,-81.1153,
08Jul19 15:45:00,Rocky Fork at Lucas OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03131122,0,4.84,05040002,202,07-08-2019 15:45:00,OhioRiver,OH03131122,USGSData,40.7036,-82.4144,
08Jul19 15:45:00,South Fork above Senecaville Lake OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03140900,0,4.94,05040005,0,07-08-2019 15:45:00,OhioRiver,OH03140900,USGSData,39.8528,-81.3286,
08Jul19 15:45:00,Leatherwood Creek near Kipling OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03141870,95,5.12,05040005,219,07-08-2019 15:45:00,OhioRiver,OH03141870,USGSData,39.9901,-81.4957,
08Jul19 15:45:00,Wills Creek bl Wills Creek Dam at Wills Creek OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03143500,20.66,6.81,05040005,41,07-08-2019 15:45:00,OhioRiver,OH03143500,USGSData,40.1595,-81.8473999,
08Jul19 15:45:00,Muskingum River at Dresden OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03144500,95.84,13.85,05040004,16900,07-08-2019 15:45:00,OhioRiver,OH03144500,USGSData,40.1203,-81.9996,
08Jul19 15:45:00,South Fork Licking River near Buckeye Lake OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03144950,0,873.02,05040006,0,07-08-2019 15:45:00,OhioRiver,OH03144950,USGSData,39.9442,-82.4914,
08Jul19 15:45:00,Raccoon Cr. bl. Wilson Street at Newark OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03145534,44.47,5.35,05040006,80.6,07-08-2019 15:45:00,OhioRiver,OH03145534,USGSData,40.0525,-82.4114,
08Jul19 15:45:00,Muskingum River at Beverly OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03150500,85.71,23.01,05040004,24300,07-08-2019 15:45:00,OhioRiver,OH03150500,USGSData,39.5451,-81.6404,
08Jul19 15:45:00,Clear Creek near Rockbridge OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03157000,93.39,1.82,05030204,153,07-08-2019 15:45:00,OhioRiver,OH03157000,USGSData,39.5884,-82.5785,
08Jul19 15:45:00,Big Walnut Creek at Sunbury OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03228300,78.51,5.39,05060001,134,07-08-2019 15:45:00,OhioRiver,OH03228300,USGSData,40.2361999,-82.8513,
08Jul19 15:45:00,Walnut Creek at Ashville OH,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03229796,92.86,9.76,05060001,1670,07-08-2019 15:45:00,OhioRiver,OH03229796,USGSData,39.7109,-82.9629999,
